overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image,sentiment,cleaned_text,enhanced_rating,rating_diff
1,5,True,"08 21, 2017",A1OT50UMVZ8R73,B00MV9LSHC,,filmchick,"Purchased this for a birthday gift; recipient ate lunch at Applebees in Fort Wayne and was told the gift card had a $0 balance and could not NOT_be NOT_used. NOT_I contacted Amazon, who deflected the problem and said that it was a ""third party problem, call Applebees."" I have 2 problems with this: 1. I purchased thru Amazon and my bank statement said the payment went TO AMAZON for the amount of the card, $50.00 2. Many items on Amazon are from 3rd party retailers, but Amazon handles refunds/replacements accordingly. The lack of accountability on this purchase and the embarrassment to the recipient is shameful on both Amazon and Applebees. I would call it fraudulent to take money and fail to deliver the product.",Purchased this for a birthday gift; recipient ate lunch ...,1503273600,,Negative,purchased birthday gift recipient ate lunch applebees fort wayne told gift card balance could not notbe notused noti contacted amazon deflected problem said third party problem call applebees problem purchased thru amazon bank statement said payment went amazon amount card many item amazon rd party retailer amazon handle refundsreplacements accordingly lack accountability purchase embarrassment recipient shameful amazon applebees would call fraudulent take money fail deliver product,1.0518,0.05180000000000007
4,,True,"09 22, 2016",A1J71ZHF8SXD2I,B00MV9FQXO,,Swjunckie,Quick delivery (email). Food hit the spot.,Dollar for dollar value for my dollar gift cards.,1474502400,,Positive,quick delivery email food hit spot,3.6,0.3999999999999999
1,,True,"12 27, 2016",A12X7IGCIPNOZC,B0091JKJ0M,{'Gift Amount:': ' 0'},dclaw,"This was ordered on December 18th as a Christmas gift. With 2nd day delivery, that should have been plenty of time for an Amazon card. It arrived nine days later on December 27th. I had to buy a different gift. This is totally unacceptable for a gift card to take 9 days for delivery.",Amazon Gift Card takes NINE DAYS for delivery (when was supposed to be two).,1482796800,,Negative,ordered december th christmas gift nd day delivery plenty time amazon card arrived nine day later december th buy different gift totally unacceptable gift card take day delivery,2.382,1.3820000000000001
4,,False,"01 2, 2015",A3SCFZFC9WSE37,B004Q7CK9M,{'Gift Amount:': ' 40'},summer34,Arrived a day late but my grandchildren were understanding,Four Stars,1420156800,,Positive,arrived day late grandchild understanding,3.6,0.3999999999999999
2,,False,"02 16, 2017",A1SFQUIF35HGLC,B00ET5WBU4,,Sandy Norman,"Not NOT_happy NOT_about NOT_the ""fee"" I have to pay for each ticket. Brings price up to actual original ticket price, so really no NOT_discount. NOT_Better NOT_to buy gift card directly from movie theatre.",Don't bother,1487203200,,Negative,not nothappy notabout notthe fee pay ticket brings price actual original ticket price really no notdiscount notbetter notto buy gift card directly movie theatre,2.6054,0.6053999999999999
5,,True,"01 31, 2018",AOCWWUPDC0DTJ,B004LLIKVU,{'Gift Amount:': ' 50'},Amazon Customer,This is a great way to send a last minute gift!,Five Stars,1517356800,,Positive,great way send last minute gift!,4.8456,0.15439999999999987
5,,True,"02 25, 2015",A2DRAA6J3D7Q1S,B004KNWWMW,,M. Herrin,This was an awesome gift for someone who was a shut-in on her birthday. I had no NOT_idea NOT_what NOT_to buy and hated to give a gift card to a store she could not NOT_go NOT_to....but NOT_she could go to Amazon. I am sure she enjoyed this gift.,Super gift!!,1424822400,,Positive,awesome gift someone shutin birthday no notidea notwhat notto buy hated give gift card store could not notgo nottobut notshe could go amazon sure enjoyed gift,4.937,0.06299999999999972
1,,True,"12 6, 2016",A3S3P9NNH5WTCX,B00PG24V2A,,Paula L. Higdon,"Cards received were scratched, dog-eared and torn.",Ungiftable,1480982400,,Negative,card received scratched dogeared torn,1.6,0.6000000000000001
5,,True,"05 31, 2016",A3G8TAW978F8ZO,B018UPUJJI,,Rgomez,Bought these gift cards for nephews and niece. They love them because they can buy what they want. They receive an email notifying them of the gift and can spend it promptly online. This is a quick and efficient way to send gifts to friends and loved ones.,They love them because they can buy what they want,1464652800,,Positive,bought gift card nephew niece love buy want receive email notifying gift spend promptly online quick efficient way send gift friend loved one,4.9714,0.02859999999999996
1,,True,"08 10, 2015",A14565BVCK3GAC,B007V6ETDK,,janhooten,Great!,One Star,1439164800,,Negative,great!,2.327,1.327
5,,True,"02 2, 2016",A1WQKGYIYAE3QR,B0145WHXGM,,Amazon Customer,How can you go wrong with a gift card with a puppy on it?,Five Stars,1454371200,,Positive,go wrong gift card puppy,4.1587,0.8413000000000004
5,,True,"12 8, 2017",A29MQI8136M30X,B005DHN6E2,,Jake,What can you really say about gift cards ? Aside from no NOT_fees NOT_and NOT_psotage.,Five Stars,1512691200,,Positive,really say gift card aside no notfees notand notpsotage,4.3932,0.6067999999999998
5,,True,"01 31, 2016",AI7MRD5O9MSA4,B0091JKJ0M,{'Gift Amount:': ' 50'},virginia lamy,nice,nice,1454198400,,Positive,nice,4.5372,0.46279999999999966
1,,False,"11 3, 2017",A2FXTSDZSPPEOH,B005DHN6E2,,Amazon Customer,This order was miss delivered.,Unsatisfactory,1509667200,,Negative,order miss delivered,1.6775,0.6775
3,,True,"06 18, 2018",A3FP92KLAP5P4X,B005ESMJCU,{'Gift Amount:': ' 15'},Amazon Customer,I was so upset to see that anyone could have opened this package. No NOT_tape. No NOT_security---why? NOT_You NOT_just untuck one side.,I was so upset to see that anyone could have ...,1529280000,,Neutral,upset see anyone could opened package no nottape no notsecuritywhy notyou notjust untuck one side,2.545,0.45500000000000007
1,3,False,"12 27, 2015",A2IG20TZ1WTF86,B00BXLTR6S,,Amazon Customer,"There's truly little reason to buy a Fandango gift card. About 20% of it goes to ""Convenience Fees"". Just buy a gift card to the theater directly.",There's truly little reason to buy a Fandango gift card ...,1451174400,,Negative,there truly little reason buy fandango gift card go convenience fee buy gift card theater directly,2.4617,1.4617
1,,True,"03 25, 2013",AFVWM2EU2Q04D,B001GXRQW0,{'Gift Amount:': ' 100'},Jose,"SRES. AMAZON BUY A GIFT CARD FOR USE UPON and I could not NOT_use NOT_it NOT_because it was redeemed in another account without my authorization. NO NOT_CLAIM NOT_Use NOT_code GIFT CARD IN THE AMOUNT OF $ 100. I need my money back or tell me who use my code gives card improperly, that is a crime. Thank you.",GIFT CODE REDEEMED IN WRONG AND UNAUTHORIZED ACCOUNT.,1364169600,,Negative,sres amazon buy gift card use upon could not notuse notit notbecause redeemed another account without authorization no notclaim notuse notcode gift card amount need money back tell use code give card improperly crime thank,2.527,1.5270000000000001
1,4,True,"10 11, 2016",A2TEU52GPENAGL,B00NM4II5A,,Feng,"Bought it last November and kept it safely in my draw. I tried to use it in my local raley's store recently and it was denied. Called the number at the back side of the gift card and found it was already used at a location where I have never NOT_heard NOT_of. NOT_$100 balance was gone in one transaction. Be aware of this gift card fraud. If you buy it, use it ASAP. Otherwise, you wo not NOT_get NOT_your NOT_money back even you kept the card in a safe place, someone can still find a way of duplicate your card and use all of your balance.",card shows zero balance and no money back!!!,1476144000,,Negative,bought last november kept safely draw tried use local raleys store recently denied called number back side gift card found already used location never notheard notof not balance gone one transaction aware gift card fraud buy use asap otherwise wo not notget notyour notmoney back even kept card safe place someone still find way duplicate card use balance,2.373,1.3730000000000002
5,,True,"06 6, 2013",A22S79WP0PGJIG,B00C5UMI3K,,luv2read,Purchased for my mom for Mother's Day. There was a great selection of cards to choose from and the entire process was easy from start to finish. My mom loved shopping online for an item she wanted!,Super Easy,1370476800,,Positive,purchased mom mother day great selection card choose entire process easy start finish mom loved shopping online item wanted!,4.9233,0.07669999999999977
5,,True,"02 18, 2018",A3EVS4K8XXWHKD,B004LLIKVU,{'Gift Amount:': ' 50'},Harris B,The person receiving the gift used ASAP abd very pleased,Five Stars,1518912000,,Positive,person receiving gift used asap abd pleased,4.7811,0.21889999999999965
3,,True,"02 4, 2016",A1VJ1VSYULS96B,B004Q7CK9M,{'Gift Amount:': ' 15'},RS,The inside is blank. People have NO NOT_idea NOT_who NOT_the card is coming from.,The inside is blank. People have NO idea who ...,1454544000,,Neutral,inside blank people no notidea notwho notthe card coming,2.6427,0.35729999999999995
3,,True,"12 11, 2016",A138TFP89MTA10,B0091JKVU0,{'Gift Amount:': ' 75'},Kansas City Kid,The product will probably be ok but it arrived with no NOT_indication NOT_who NOT_had sent it. So the person that received it had to call around to find out who sent the gift.,No sender name on package.,1481414400,,Neutral,product probably ok arrived no notindication notwho nothad sent person received call around find sent gift,3.3135,0.3134999999999999
3,,True,"12 4, 2017",A12CQMOKKGDL5N,B01FYJMJHI,,Windy,"The card works fine but I should point out you absolutely have to print it out and take it to a store for it to work. I figured it'd work if I had the code or the barcode or whatever for it or if I saved it on Android pay which the gift card did prompt me to do as a convenience but then the store would not NOT_take NOT_it NOT_any way other than printed. So just be ready to do it that way if you wanna use this. That's about it. It's a gift card, what's to say about it?",The card works fine but I should point out you absolutely have to ...,1512345600,,Neutral,card work fine point absolutely print take store work figured itd work code barcode whatever saved android pay gift card prompt convenience store would not nottake notit notany way printed ready way wanna use thats gift card whats say,3.7534,0.7534000000000001
5,,True,"06 22, 2018",A1T8OE5J9HV464,B01E4QPDV6,{'Gift Amount:': ' 50'},Amazon Customer,Order every year for gifts - good presentation,Five Stars,1529625600,,Positive,order every year gift good presentation,4.5523,0.4477000000000002
3,,True,"08 21, 2016",A35TLFQDEJH95Y,B00OX9OKO6,,R.K.Oceans,No NOT_problems,Good,1471737600,,Neutral,no notproblems,2.7632,0.23680000000000012
5,,True,"07 7, 2014",AEQVEKXP9F8WO,B004KNWX80,,Lynette Bohls,Super way to give a gift!,Five Stars,1404691200,,Positive,super way give gift!,4.8367,0.16329999999999956
1,,False,"01 29, 2018",A3B3CYXR620TW5,B004Q7CK9M,{'Gift Amount:': ' 40'},spruce tree,I ca not NOT_get NOT_the NOT_claim code on a gift card from our son to work??? Why?,"This is frustrating or did you scam my son, take his money, and then we can't redeem this?",1517184000,,Negative,ca not notget notthe notclaim code gift card son work,2.2752,1.2752
1,3,True,"01 6, 2016",A3MNMKSQVCQQY3,B00KV30IHG,,melpansano,i recieved this product and it did not NOT_work!!! NOT_amazon NOT_refunded my money but i do not NOT_have NOT_my NOT_gift card now,dont buy giftcards from this,1452038400,,Negative,recieved product not notwork!!! notamazon notrefunded money not nothave notmy notgift card,1.8,0.8
1,,True,"11 21, 2017",A29BCF36IT5P3,B00BXLSGHO,,TexasTradition,"I have two adult children with kids of their own that I would like to purchase $100 gift cards for Christmas. However, I'm only allowed to purchase one. For that reason, I will not NOT_be NOT_purchasing NOT_these on Amazon as I have done for the past several years. I'm sure there's reasoning behind this, but it does not NOT_fit NOT_my NOT_situation so I'm going elsewhere.","Want to buy two, but only allowed to purchase one",1511222400,,Negative,two adult child kid would like purchase gift card christmas however im allowed purchase one reason not notbe notpurchasing notthese amazon done past several year im sure there reasoning behind not notfit notmy notsituation im going elsewhere,2.2575,1.2574999999999998
3,,True,"06 5, 2014",A2HS6ABK602QTQ,B00CHSWGFU,,Terry Carter,Great idea to save paper but hard to make the writing very legible. It would be nice to be able to erase only part of the screen.,"Good start, but needs improvement",1401926400,,Neutral,great idea save paper hard make writing legible would nice able erase part screen,3.62,0.6200000000000001
1,,True,"05 23, 2015",AMTBC3H3NAYT7,B00A4EK69C,,Deb,"Negative: I did not NOT_realise NOT_the NOT_$50 gift card would be in US dollars, so it cost me $66 Australian dollars. Then I could not NOT_find NOT_out NOT_if the recipient would get the full value if she used the Australian Amazon site. I emailed Amazon Help but was told I could not NOT_email NOT_and NOT_would have to ring or chat as the enquiry was ""technical"". (I live in Australia). Positive: It was good to have the option to print the gift card.",Gift cards only in US dollars,1432339200,,Negative,negative not notrealise notthe not gift card would u dollar cost australian dollar could not notfind notout notif recipient would get full value used australian amazon site emailed amazon help told could not notemail notand notwould ring chat enquiry technical live australia positive good option print gift card,2.5578,1.5577999999999999
